uid,session_id,timestamp,event_type,screen_x,screen_y,distance,interval,speed,isFraud
68066102-4dd4-4260-aeec-1713c8290b3f,session_user_4_5,1.66E+12,Mouse Click,1041.3334,185.33334,423.216495,20465946,2.07E-05,0
c9dbd058-647a-4784-8125-2ca84be103b8,session_user_4_5,1.66E+12,Key Press,748,685,579.4059498,60653081,9.55E-06,0
5a2f2463-e550-4577-97a3-74518f56ae3d,session_user_4_5,1.66E+12,Key Press,187,184,752.1449328,45685471,1.65E-05,0
b0afe5b2-b403-4075-aa36-24883d1ea211,session_user_4_5,1.66E+12,Scroll Down,166,316,133.6600165,45468408,2.94E-06,0
ae8272a8-7b44-40be-ad8f-29cd76bd3ac9,session_user_4_5,1.66E+12,Mouse Click,682,200,528.8780578,24542669,2.15E-05,0
a5484a53-f671-4f48-bd5a-da0b11b6067a,session_user_4_5,1.66E+12,Mouse Click,694.4,264,65.19018331,247063592,2.64E-07,0
040b2cee-253f-4bb1-84db-82cf140c868b,session_user_5_1,1.66E+12,Mouse Click,1139,750,0,0,,1
3ddd6ba8-8a8a-4306-a286-c2a76a9e45f0,session_user_5_1,1.66E+12,Key Press,1133.6,632.8,117.3243368,477,0.24596297,1
6abdefe1-0614-4499-aec2-4d240acb33c3,session_user_5_1,1.66E+12,Mouse Click,1051.3334,208.66667,432.0380482,477,0.905740143,1
a472b91d-2d0b-4fa3-9b23-61660b66a258,session_user_5_1,1.66E+12,Key Press,669,623,563.7827038,477,1.18193439,1
68e454dc-1dd1-468e-8259-02216bd19ce2,session_user_5_1,1.66E+12,Key Press,1364.0195,200.41797,813.4049898,477,1.705251551,1
a171b9de-1bf7-40b6-a4aa-855d9a621b03,session_user_5_1,1.66E+12,Key Press,422,586,1017.877321,477,2.133914719,1
d6bc90c2-1287-4543-a586-f9a1742f2314,session_user_5_1,1.66E+12,Key Press,190,203,447.7867796,477,0.938756351,1
b9e12704-92d2-4b43-8ee9-b6b77da34c59,session_user_5_1,1.66E+12,Mouse Click,443.33334,458.6667,359.9211617,477,0.754551702,1
a33b4f1a-8328-4516-ab60-343d48358115,session_user_5_1,1.66E+12,Mouse Click,1308.8,732,907.6032352,477,1.902732149,1
4acac5a0-7a75-48ed-9147-ea2af1e794d3,session_user_5_1,1.66E+12,Mouse Click,1158,502,275.0284349,477,0.576579528,1
4b137588-b546-4287-95e6-04415c7d02e9,session_user_5_2,1.66E+12,Mouse Click,477,598,0,0,,1
880b886b-9636-4dff-9784-711cfb1fa155,session_user_5_2,1.66E+12,Scroll Down,144,160.8,549.575145,131,4.195230114,1
424d488e-91ed-4c96-b21f-5a3bce4170ef,session_user_5_2,1.66E+12,Key Press,899,541,845.3265878,131,6.452874716,1
0acfc409-5dca-4327-bd35-d854ba66138c,session_user_5_2,1.66E+12,Key Press,557.3334,260,442.3766105,131,3.376920691,1
baea9173-4dc2-40d9-8d39-af42fdaa7697,session_user_5_2,1.66E+12,Key Press,2224,927,1795.178697,131,13.70365418,1
78fdcbca-9925-4545-86ab-684920b55711,session_user_5_2,1.66E+12,Key Press,62.666668,71.333336,2324.548819,131,17.74464747,1
c5677bbb-38cf-4693-b060-d2b92f823b97,session_user_5_2,1.66E+12,Key Press,323,247,314.0576708,131,2.3973868,1
0115e612-978e-4227-af83-639143cfdad2,session_user_5_2,1.66E+12,Mouse Click,1236,630,990.0797948,131,7.557861029,1
f218f9db-5f2b-4329-8e5c-28808bfa444d,session_user_5_2,1.66E+12,Scroll Down,468.80002,190.40001,884.2194075,131,6.749766469,1
e6a3c19f-3ec9-4c0d-bc33-fe86b447cff5,session_user_5_2,1.66E+12,Mouse Click,284,293,211.37125,131,1.613520993,1
74cbc5a3-6e9c-4805-8a13-318b4e0cb3dd,session_user_5_3,1.66E+12,Mouse Click,44,132,0,0,,1
26498383-edcc-46ee-aa76-fbc780641ee4,session_user_5_3,1.66E+12,Mouse Click,636,292.80002,613.4497913,374,1.640240084,1
cbc4b846-86e3-491a-a822-819d25483899,session_user_5_3,1.66E+12,Scroll Up,228.66667,173.33334,424.4911417,374,1.135003053,1
a5aef655-0aef-4e14-a1ac-a86aaa1e7032,session_user_5_3,1.66E+12,Mouse Click,584,600,555.2532883,374,1.484634461,1
c13b2388-ed0c-4367-a883-2220ff0af2f6,session_user_5_3,1.66E+12,Key Press,406.1427,566.7657,180.9357285,374,0.48378537,1
2bc0bb3a-130c-48ae-934e-b61e577aac31,session_user_5_3,1.66E+12,Key Press,143,177,470.2779832,374,1.257427763,1
3cdffdbb-e2c5-4e52-8793-26ba67e638ce,session_user_5_3,1.66E+12,Mouse Click,837,119,696.4194139,374,1.862083994,1
bcf14086-7572-4c2a-943e-61999efa643e,session_user_5_3,1.66E+12,Key Press,1582,890,1072.131522,374,2.866661823,1
bec1ef16-0c72-461d-b56f-82eab2146c36,session_user_5_3,1.66E+12,Mouse Click,646,364.6667,1073.345739,374,2.869908394,1
4bfdedaf-4ea6-4351-8665-59ecf0c40ab8,session_user_5_3,1.66E+12,Key Press,348,222,330.3903559,374,0.883396674,1
6923db05-7400-416a-a59a-11b005c48fe2,session_user_5_4,1.66E+12,Mouse Click,834,260,0,0,,1
c5793494-6ba7-48da-b3a0-12328174053a,session_user_5_4,1.66E+12,Mouse Click,1030,329.33334,207.9016884,177,1.17458581,1
a977b0ac-29db-4d36-9a64-258190a9345b,session_user_5_4,1.66E+12,Mouse Click,1505,762,642.5149326,177,3.630027868,1
ca1bdfee-e82b-42f1-918f-60217bf7389c,session_user_5_4,1.66E+12,Key Press,92,245,1504.612242,177,8.500634138,1
a20033ca-9d56-4d54-a2fe-5688c4ec8da2,session_user_5_4,1.66E+12,Scroll Down,1314,620,1278.244499,177,7.221720335,1
039e128c-9bb3-4b2d-ab3c-1a3487c71aa0,session_user_5_4,1.66E+12,Mouse Click,660.6667,316.6667,720.3162443,177,4.069583301,1
cb70ae0f-f116-4f5c-a0d1-c3475a8416a3,session_user_5_4,1.66E+12,Mouse Click,1335.2001,483.2,694.7867642,177,3.92534895,1
3caff955-920c-4d8d-94b8-1adb5c6569d7,session_user_5_4,1.66E+12,Mouse Click,1375.8789,480.08984,40.79752278,177,0.230494479,1
44f58010-1524-411a-b855-5d9de5eed11d,session_user_5_4,1.66E+12,Key Press,1426.0938,368.66797,122.2144398,177,0.690477061,1
90df37fd-1f0d-4196-a4b0-95fc0e3a6abf,session_user_5_4,1.66E+12,Scroll Down,1433.6,743.2,374.6072404,177,2.116425087,1
365b8eaa-dffa-44fd-9c9d-fc4f53c9fceb,session_user_5_5,1.66E+12,Mouse Click,407.33334,184.66667,0,0,,1
61f4528e-ece1-4dd3-a59f-6c483cb900e9,session_user_5_5,1.66E+12,Mouse Click,1273,536,934.2450829,110,8.493137118,1
3f78bd57-8c70-44e2-ba0a-3d9e0b455640,session_user_5_5,1.66E+12,Key Press,979,607,302.451649,110,2.749560446,1
c0ccc137-f7a9-437b-a63d-3860a9d84ba7,session_user_5_5,1.66E+12,Mouse Click,1365,252.47095,524.1057596,110,4.764597815,1
bac26065-456a-4a1e-a4f4-531a8407c963,session_user_5_5,1.66E+12,Mouse Click,899,541,548.0921571,110,4.982655974,1
373cc1f1-f67d-4fc6-9c9f-3820107fc0a6,session_user_5_5,1.66E+12,Scroll Down,531,327,425.6994245,110,3.869994768,1
eb8d035f-218f-401d-8f96-2e0ad401651e,session_user_5_5,1.66E+12,Mouse Click,32,107.333336,545.2104578,110,4.956458707,1
cea96495-2eb6-4f41-a04e-0df39e901338,session_user_5_5,1.66E+12,Key Press,200,181,183.4414822,110,1.667649838,1
4ea7e02d-203a-4034-99fb-8e0d733f68fe,session_user_5_5,1.66E+12,Key Press,530,520,473.0972416,110,4.300884014,1
94c93126-40d0-46c9-bbd9-367a07d83df7,session_user_5_5,1.66E+12,Mouse Click,463,343,189.2564398,110,1.720513089,1
b749b0a0-d54b-4323-b894-38f21740f313,session_user_6_1,1.66E+12,Key Press,348,232,0,0,,1
994b7587-b111-48e1-a8bc-dd7d3cc8460f,session_user_6_1,1.66E+12,Mouse Click,1020.8,537.60004,738.9527891,364,2.03009008,1
7308362b-fad7-4708-a9cb-92f6516ee1e3,session_user_6_1,1.66E+12,Mouse Click,444,291,627.3036105,364,1.723361567,1
ba4b00d2-305b-41d9-8613-359a371b645a,session_user_6_1,1.66E+12,Mouse Click,1042,680,713.3897953,364,1.959862075,1
bd7647d4-9ec6-4f54-88ac-5a14a4675e7b,session_user_6_1,1.66E+12,Key Press,1426,566,400.5646015,364,1.100452202,1
fec30eab-70ec-4fcb-91cc-b786f838177e,session_user_6_1,1.66E+12,Mouse Click,860,425,583.2983799,364,1.602468077,1
5871d1c5-82de-4744-8497-f2cd9f8f8215,session_user_6_1,1.66E+12,Mouse Click,1095,635,315.1586902,364,0.865820577,1
fe8991ed-bbe3-44a8-8805-5af0d3739248,session_user_6_1,1.66E+12,Key Press,866,349.33334,366.1235319,364,1.005833879,1
8334bda2-dec3-497f-9c92-84b4159e0502,session_user_6_1,1.66E+12,Key Press,651,105,325.4593385,364,0.894119062,1
85c027a6-029e-4725-ab0e-dd3bc1ff2f57,session_user_6_1,1.66E+12,Key Press,609.60004,662.4,558.9353421,364,1.535536654,1
9a89a0ad-94ba-48e5-9ae4-c7e82224bf30,session_user_6_2,1.66E+12,Mouse Click,232.59425,467.26688,0,0,,1
99798361-5934-4255-b2d4-1f648e344b98,session_user_6_2,1.66E+12,Key Press,480.43518,149.00363,403.3814855,430,0.938096478,1
96184cb8-0b05-4cab-8cc2-c9bb61cb05bb,session_user_6_2,1.66E+12,Mouse Click,529,342,199.0129156,430,0.462820734,1
cfdc8aba-a956-4974-8ff6-153e0b0791af,session_user_6_2,1.66E+12,Mouse Click,730.6667,202.66667,245.1188176,430,0.570043762,1
570e968b-8eae-4fa0-ad3f-e6c2a4fb7f41,session_user_6_2,1.66E+12,Mouse Click,703.2,620.8,419.034487,430,0.974498807,1
e09a9b50-10ee-4730-9aca-fe09f2f2fafe,session_user_6_2,1.66E+12,Key Press,732.6667,330,292.2891144,430,0.679742127,1
0a2514a2-f07e-4f0c-bf9e-744172deeb15,session_user_6_2,1.66E+12,Mouse Click,566,360,169.3451768,430,0.393825992,1
79611d60-34aa-4490-b96c-f9d7871f06fd,session_user_6_2,1.66E+12,Mouse Click,98,148,513.7781622,430,1.194832935,1
82211773-e0a4-492e-b330-28ed7fa5d181,session_user_6_2,1.66E+12,Mouse Click,965.4597,376.7922,897.1244072,430,2.086335831,1
10c14c93-e2b9-4596-b1ff-def637370137,session_user_6_2,1.66E+12,Scroll Down,874.6667,430,105.2351597,430,0.244732929,1
6173ae73-fb93-4322-b284-9986d0a66664,session_user_6_3,1.66E+12,Mouse Click,468,311,0,0,,1
c7f57be8-6606-4f4f-b792-ddddfbf242da,session_user_6_3,1.66E+12,Mouse Click,329,355,145.7978052,232,0.628438816,1
0cc1d1ff-bdd4-46fd-94b9-f81b02a01d4b,session_user_6_3,1.66E+12,Scroll Up,202,184,213.0023474,232,0.918113566,1
d2b4cc1a-7b00-481d-a140-34d832e9a3cb,session_user_6_3,1.66E+12,Mouse Click,830,558,730.9309133,232,3.150564281,1
59ec2bd3-802c-4c2e-91ec-c4ee3c1e3df9,session_user_6_3,1.66E+12,Mouse Click,1004,656,199.6997747,232,0.860774891,1
cf309fb1-f6ad-4bd0-a561-ff61ffc229c0,session_user_6_3,1.66E+12,Mouse Click,69.169785,183.25345,1047.567101,232,4.515375436,1
f003fa83-8e88-4231-9a20-70d092fb86ff,session_user_6_3,1.66E+12,Mouse Click,561,475,571.8505135,232,2.464872903,1
cf69939d-0f59-474a-b3d7-037ddea87837,session_user_6_3,1.66E+12,Key Press,972,616,434.5135211,232,1.872903108,1
867deac8-4c7b-4465-bfcf-861ad9222014,session_user_6_3,1.66E+12,Mouse Click,1078,203,426.3859754,232,1.837870584,1
7ee8b7a1-4592-426e-acbb-7645f9849f66,session_user_6_3,1.66E+12,Key Press,936,642,461.394625,232,1.988769935,1
3b142c4e-8ed9-44b3-90fa-b60b8e92dfe3,session_user_6_4,1.66E+12,Mouse Click,743,204,0,0,,1
3c72695c-0394-4942-8764-2ead1049ec34,session_user_6_4,1.66E+12,Mouse Click,32,104,717.9979109,193,3.720196429,1
28548474-8bd3-4a0c-9159-c9ce44e70949,session_user_6_4,1.66E+12,Scroll Down,201,107,169.0266251,193,0.875785622,1
0207e6c7-e173-4fad-99ba-67d62797ea24,session_user_6_4,1.66E+12,Mouse Click,594,448,520.3172109,193,2.695944098,1
b8fb79e0-0d2d-4389-8229-bd9a88277302,session_user_6_4,1.66E+12,Key Press,1406.9688,387.82422,815.1928571,193,4.223797187,1
574951ec-97b4-412d-a8ef-9908a4cd39c7,session_user_6_4,1.66E+12,Key Press,481.33334,326,927.6978166,193,4.806724439,1
d230c544-8ef7-4f76-8475-28e4a4ef491f,session_user_6_4,1.66E+12,Scroll Up,46.277267,83.38057,498.1344944,193,2.581007743,1
88a7887f-39f8-41f4-99ef-f44456667cfa,session_user_6_4,1.66E+12,Key Press,614.10535,363.29767,633.073704,193,3.280174632,1
25d0f42d-a8ad-4aab-adb0-dd854d628740,session_user_6_4,1.66E+12,Key Press,1508.8,783.2,988.330149,193,5.120881601,1
8ec4650d-5fa6-4e3c-bcd4-f7c81460c6bd,session_user_6_4,1.66E+12,Mouse Click,189.28416,203.6164,1441.193672,193,7.467324728,1
142125cd-5392-4529-adcf-2287dc297589,session_user_6_5,1.66E+12,Mouse Click,389,257,0,0,,1
8193367f-9af3-4a2d-8ed1-42ece71d5343,session_user_6_5,1.66E+12,Key Press,822.4,476,485.5888796,270,1.798477332,1
06dfc8b8-4f75-41be-b10e-8aee58bdcd8f,session_user_6_5,1.66E+12,Mouse Click,847.2,540,68.63701625,270,0.254211171,1
7365ff4b-7529-4095-8716-72f922f6734c,session_user_6_5,1.66E+12,Mouse Click,906,566,64.29183463,270,0.238117906,1
48523897-4a01-403e-9f65-e3033aea73fe,session_user_6_5,1.66E+12,Mouse Click,604,561.60004,302.0320507,270,1.118637225,1
84150bd5-098f-4fdf-b4b2-6a29e24492b9,session_user_6_5,1.66E+12,Scroll Down,1237,572,633.085428,270,2.344760845,1
08e65917-ce85-4992-9637-7509657d96e2,session_user_6_5,1.66E+12,Mouse Click,591.2,132,781.445865,270,2.894243945,1
462dabf1-4557-4eae-b35c-bd41e1df7f26,session_user_6_5,1.66E+12,Mouse Click,205,527,552.4268639,270,2.046025422,1
b704aada-573c-48c0-9fef-bfd7f0212118,session_user_6_5,1.66E+12,Mouse Click,1567.4961,452.85938,1364.511801,270,5.05374741,1
cf7a3f4e-7a23-47af-8818-e1385450f241,session_user_6_5,1.66E+12,Key Press,1678,808,371.9354405,270,1.377538668,1
542942e5-e2a8-45f9-a40d-6b8b6df4130e,session_user_7_1,1.66E+12,Mouse Click,704,358,0,0,,1
0631a42e-641f-4ea0-8351-04a9e15deac1,session_user_7_1,1.66E+12,Mouse Click,0,190.22296,723.7161979,165,4.386158775,1
4e564feb-e74f-47e8-8300-d6506784f26b,session_user_7_1,1.66E+12,Key Press,752,668,890.9404581,165,5.39963914,1
c75d9667-1369-4ee9-a126-2273876163bc,session_user_7_1,1.66E+12,Mouse Click,1543,995,855.9263987,165,5.187432719,1
f56e428a-5609-4351-865a-ddf4203c73af,session_user_7_1,1.66E+12,Mouse Click,1097,649,564.4749773,165,3.421060468,1
212070b5-7cad-4338-860a-f963d67cd25f,session_user_7_1,1.66E+12,Scroll Up,675.2,422.4,478.8139513,165,2.901902735,1
e42a477c-b47a-4efc-8bf1-cd801f50021b,session_user_7_1,1.66E+12,Mouse Click,177,270,520.9884836,165,3.157505961,1
6f11d578-593b-4356-bca4-8b9c2b32492e,session_user_7_1,1.66E+12,Key Press,92,120,172.4093965,165,1.044905433,1
46158a54-a284-4749-b9a3-0b4bacfc0bb9,session_user_7_1,1.66E+12,Mouse Click,1057,726,1139.500329,165,6.906062601,1
8a4bfce7-c1fa-47e7-a3b2-b6b72eb39c6f,session_user_7_1,1.66E+12,Mouse Click,697.3334,479.33334,436.1244138,165,2.643178265,1
7dd04c85-819f-45f4-8770-6096f1212e29,session_user_7_2,1.66E+12,Key Press,947,403,0,0,,1
61f81b3a-a9ad-4ed8-9ff7-148c181cf508,session_user_7_2,1.66E+12,Mouse Click,85,149,898.6434221,253,3.551950285,1
91dfa833-c0b7-49dd-b560-d3300a445093,session_user_7_2,1.66E+12,Mouse Click,587,525,627.2001276,253,2.479051888,1
97f4d249-0361-48a4-85a4-f2e6180438ab,session_user_7_2,1.66E+12,Scroll Up,793,454,217.8921752,253,0.861233894,1
9ea1af78-7bc3-42cd-b4ab-217d7396e032,session_user_7_2,1.66E+12,Key Press,103,104,773.6924454,253,3.058072907,1
2440d4eb-8e8e-43d3-9899-71cffb64f5e7,session_user_7_2,1.66E+12,Mouse Click,624.99304,274.98166,549.2826794,253,2.171077784,1
4cb268ca-37e0-498c-be94-e7b409dd2b2d,session_user_7_2,1.66E+12,Key Press,699.2,388,135.2028775,253,0.534398725,1
8aaed809-e92b-4626-97dd-d3958252a814,session_user_7_2,1.66E+12,Scroll Up,530.6667,479.33334,191.6905115,253,0.757670006,1
247c2db7-1204-4a73-8fcf-2c31d93feb5e,session_user_7_2,1.66E+12,Key Press,808,435,280.8544184,253,1.110096515,1
18ea2d79-63ba-4707-825e-821f19c13a92,session_user_7_2,1.66E+12,Mouse Click,426,327,396.9735508,253,1.569065418,1
7cf2874e-d85c-408e-8140-e06ba898c75e,session_user_7_3,1.66E+12,Mouse Click,334.63956,495.33542,0,0,,1
192bd261-0b83-4ea5-849e-a5d813731338,session_user_7_3,1.66E+12,Key Press,90,210,375.8521202,240,1.566050501,1
aa52da8b-efbf-499c-9471-d2fc4e767e3e,session_user_7_3,1.66E+12,Mouse Click,900.8,179.2,811.3847916,240,3.380769965,1
7653e158-ecc1-4fe7-a784-60f2ebcbc54e,session_user_7_3,1.66E+12,Key Press,288.80002,352,635.9275238,240,2.649698016,1
5ac6d52f-8e62-4f63-9bb7-b3c01bbf5c5f,session_user_7_3,1.66E+12,Mouse Click,416,498,193.6384128,240,0.80682672,1
05f1ab83-4627-4e98-bc4d-70cab24fdf15,session_user_7_3,1.66E+12,Scroll Down,221,144,404.1546734,240,1.683977806,1
77afc3cf-48f9-4a91-9a19-33a4681edd92,session_user_7_3,1.66E+12,Key Press,1557,856,1513.882426,240,6.307843442,1
83ab58c9-9a92-4b59-abad-49b733f8ea8d,session_user_7_3,1.66E+12,Mouse Click,354.4,116,1412.036388,240,5.883484948,1
8a4bfce7-c1fa-47e7-a3b2-b6b72eb39c6f,session_user_7_3,1.66E+12,Key Press,697.3334,479.33334,499.614284,240,2.081726183,1
83815664-d439-43ca-8932-91d1cba2c71f,session_user_7_3,1.66E+12,Scroll Down,243.07442,323.8282,480.138594,240,2.000577475,1
1f418128-5e27-4344-97bc-05b9678aff14,session_user_7_4,1.66E+12,Mouse Click,858.4,458.4,0,0,,1
4ce736d3-4585-4cd3-b45b-3c5285915221,session_user_7_4,1.66E+12,Key Press,877.3334,587.3334,130.3161359,354,0.368124678,1
27e2d38b-f732-417f-ac85-261256890aea,session_user_7_4,1.66E+12,Mouse Click,702,945,398.3305134,354,1.125227439,1
014f655a-9b4e-407e-b603-7c7da8a2f608,session_user_7_4,1.66E+12,Mouse Click,282,627,526.8054669,354,1.488151037,1
ae5fa5a2-d757-4290-9e41-4d9b50d65fde,session_user_7_4,1.66E+12,Scroll Up,783,444,533.37604,354,1.506711977,1
6f816322-f2dc-4207-99ca-d69f2bc88ad3,session_user_7_4,1.66E+12,Mouse Click,486.98163,684.7993,381.5903278,354,1.077938779,1
d2d5e3f5-5d3d-4c43-808d-174396a91b67,session_user_7_4,1.66E+12,Scroll Down,1408,183,1048.845735,354,2.962841059,1
bc54ff54-f7ad-4744-aab7-ac9df70683ce,session_user_7_4,1.66E+12,Mouse Click,1208.0156,277.3711,221.1326859,354,0.624668604,1
233c7f47-0072-4a3a-a837-c2b2ea4a7448,session_user_7_4,1.66E+12,Key Press,602.4,593.60004,683.2064091,354,1.929961608,1
f7aa9fb2-37ee-48a8-893d-8b11f048da56,session_user_7_4,1.66E+12,Mouse Click,990,506,397.3758007,354,1.122530511,1
37d48375-6fa7-4995-a433-660bb31ff3ca,session_user_7_5,1.66E+12,Mouse Click,744,590,0,0,,1
0ced97b2-1f1d-4256-96c4-ae99f1a946ed,session_user_7_5,1.66E+12,Key Press,1501.6,711.2,767.2334716,277,2.769795926,1
d89a8766-d353-421b-8c20-9855eee792b6,session_user_7_5,1.66E+12,Scroll Down,1678.6094,339.2461,411.9247885,277,1.487093099,1
6d7d8b4e-5fbf-4bfe-b012-80ca1c0db919,session_user_7_5,1.66E+12,Mouse Click,1206.4,694.4,590.8603982,277,2.13307003,1
33219f6b-9719-48d2-9b03-1eff1b12d484,session_user_7_5,1.66E+12,Key Press,395,800,818.2428246,277,2.953945215,1
25b38ff0-fd15-4612-8069-28f28b3eb43b,session_user_7_5,1.66E+12,Key Press,190.66667,466.6667,390.9772354,277,1.411470164,1
5afc1f85-9193-41e0-8cda-d126ef7d334a,session_user_7_5,1.66E+12,Mouse Click,740,342,563.3017784,277,2.033580427,1
bd0f522e-ce1c-4fce-8f7c-ccb0858c9ac0,session_user_7_5,1.66E+12,Scroll Down,768,473,133.9589489,277,0.483606314,1
703ad7a3-d24f-40f7-8e5a-b36854913bbf,session_user_7_5,1.66E+12,Mouse Click,30.67959,73.01626,838.8255953,277,3.028251246,1
17adac86-4c47-4d3a-8a4c-8ddcd181d8a4,session_user_7_5,1.66E+12,Mouse Click,1126,669,1246.965685,277,4.501681172,1
ecfc2e59-1feb-490c-9e0f-4fb99c49df76,session_user_8_1,1.66E+12,Mouse Click,1093,704,0,0,,0
b585926a-3922-49fe-9130-6903584d083e,session_user_8_1,1.66E+12,Mouse Click,776,363,465.5856527,21036712,2.21E-05,0
878c3550-da84-462c-8462-0ef532bd446a,session_user_8_1,1.66E+12,Scroll Down,1007,933,615.0292676,78728825,7.81E-06,0
6c05462f-4600-42d9-827d-e1fd3de2313b,session_user_8_1,1.66E+12,Scroll Down,486,746,553.5431329,246078160,2.25E-06,0
f7760c9c-9f05-445c-a6d1-f7bf07d04cba,session_user_8_1,1.66E+12,Key Press,128.66667,96.66667,741.1618461,179678116,4.12E-06,0
2018bca1-56eb-4e07-b997-a8ea4fa4897e,session_user_8_1,1.66E+12,Mouse Click,735.2,647.2,819.1273575,5570569,0.000147046,0
76df9346-0f62-4d82-98a7-a14076fc9857,session_user_8_1,1.66E+12,Mouse Click,1181,698,448.6850566,5174760,8.67E-05,0
16e553df-046a-452a-9e88-365116290fc7,session_user_8_1,1.66E+12,Scroll Up,1363.4805,317.15234,422.308031,11410996,3.70E-05,0
b64fc630-78e1-4d1a-a344-165844aa1ab8,session_user_8_1,1.66E+12,Mouse Click,1752,1039,819.7630427,69699602,1.18E-05,0
6259825a-9a93-401c-965f-60f0b69021a1,session_user_8_1,1.66E+12,Scroll Down,27,164,1934.231113,109967339,1.76E-05,0
e981512c-007f-4f65-84f9-4ed240d46d4c,session_user_8_2,1.66E+12,Scroll Down,863,409,0,0,,0
21d7e62b-c555-4764-a085-003ff38b8d18,session_user_8_2,1.66E+12,Mouse Click,673,735,377.327444,127384220,2.96E-06,0
3f4f0a9f-b128-46d1-8d63-1040266a6544,session_user_8_2,1.66E+12,Key Press,632.55206,351.56085,385.5666189,216228233,1.78E-06,0
0790cc16-8699-4826-b829-42c7ae721291,session_user_8_2,1.66E+12,Mouse Click,207.90428,579.963,482.1755688,211854579,2.28E-06,0
ccc70cf1-08e8-4984-ab2a-f6769c763e7b,session_user_8_2,1.66E+12,Scroll Down,1392,686.4,1188.869845,90488859,1.31E-05,0
e945caf6-bfd5-490b-86cf-2ce21deeaa6c,session_user_8_2,1.66E+12,Mouse Click,1736.9844,667.9219,345.4789088,23155346,1.49E-05,0
80f8bf79-be1d-40ab-857b-05fd2cecb11a,session_user_8_2,1.66E+12,Mouse Click,806,168,1056.718439,69737836,1.52E-05,0
cc39001b-732a-4578-825e-b0fa62f18eed,session_user_8_2,1.66E+12,Mouse Click,425,304,404.5454239,10612062,3.81E-05,0
97dc0564-6cf4-4b4e-8831-c8f1aeb2137c,session_user_8_2,1.66E+12,Key Press,1472.457,441.98047,1056.505928,57252291,1.85E-05,0
32c4be3e-0e4b-43ff-b063-d6b29a454096,session_user_8_2,1.66E+12,Scroll Up,1453,789,347.5645682,277672414,1.25E-06,0
05e2b753-ccc3-4dcd-ba2e-37711f2b7c2d,session_user_8_3,1.66E+12,Scroll Up,829.4181,417.98132,0,0,,0
b87fa741-eb64-4925-a746-974742091b87,session_user_8_3,1.66E+12,Key Press,930,481,118.693187,108518224,1.09E-06,0
c18020a5-bf1f-4e68-9a12-557794dcfb16,session_user_8_3,1.66E+12,Mouse Click,872,671,198.6554807,63304704,3.14E-06,0
b1054b29-be72-480a-813d-6e906b07511f,session_user_8_3,1.66E+12,Mouse Click,556.8,590.4,325.3419739,13797525,2.36E-05,0
1251ee2c-077e-4425-89da-2471263059f6,session_user_8_3,1.66E+12,Key Press,181.011,516.05115,383.0732619,33674038,1.14E-05,0
3b6209f4-604d-4290-a752-f1a8b98214f7,session_user_8_3,1.66E+12,Mouse Click,527,390,368.2353602,161900020,2.27E-06,0
960d0fc7-702c-42f3-bb13-90b43c1a8636,session_user_8_3,1.66E+12,Mouse Click,800.6667,266.6667,300.1742254,134610113,2.23E-06,0
a559f9f4-79ae-42da-b96e-0ad50b5debd7,session_user_8_3,1.66E+12,Mouse Click,1043.6562,184.67969,256.4483709,190651705,1.35E-06,0
ed093c1a-176b-47ff-b88d-9ebf248af474,session_user_8_3,1.66E+12,Key Press,1385,396,401.4621566,734,0.546951167,0
b5c97699-ee8d-4721-9b2c-ce2e123685d6,session_user_8_3,1.66E+12,Scroll Down,931.3816,141.68353,520.0447286,268936777,1.93E-06,0
1353af62-8bf5-468c-91b1-4a511d5ebd14,session_user_8_4,1.66E+12,Key Press,748.8,620,0,0,,0
cdadf77f-1c7b-41d1-b907-521bcd747add,session_user_8_4,1.66E+12,Scroll Down,127,595,622.3023702,62551374,9.95E-06,0
fccb88b9-4f75-4d20-85be-02f3090db950,session_user_8_4,1.66E+12,Mouse Click,1045.6,236,986.2590735,102949480,9.58E-06,0
0c91619b-5376-4fa6-ac6f-df7b1d679af9,session_user_8_4,1.66E+12,Key Press,1399,812,675.7718254,161629579,4.18E-06,0
373d2d91-762d-4c18-a24b-d41829e69a89,session_user_8_4,1.66E+12,Scroll Down,262.4,339.2,1231.015597,79170976,1.55E-05,0
f61f2a8b-f562-40eb-b92b-fbec5f28be0d,session_user_8_4,1.66E+12,Scroll Down,920.8,563.2,695.4614008,101797421,6.83E-06,0
a72ce645-7cea-4443-8f50-f4c55ac31d07,session_user_8_4,1.66E+12,Scroll Down,1119,671,225.6193254,5140569,4.39E-05,0
2c6cea79-2e70-47a1-ae4e-2b5376682127,session_user_8_4,1.66E+12,Mouse Click,336,283.33334,873.7130188,22891883,3.82E-05,0
f33a3047-e76c-4d0b-bc81-ccb7409354b8,session_user_8_4,1.66E+12,Key Press,985,408,660.8651724,175168636,3.77E-06,0
2317c8fe-0625-4735-ae88-c23b2fff37db,session_user_8_4,1.66E+12,Mouse Click,398,424,587.2180174,243190548,2.41E-06,0
1839c45d-948a-490f-9802-e2f7ec4d330c,session_user_8_5,1.66E+12,Key Press,110,246,0,0,,0
e9cf1968-8140-4899-b408-ef57ce4100d9,session_user_8_5,1.66E+12,Key Press,422.6667,362,333.4913272,179141278,1.86E-06,0
